TestCaseID,Module,FlowFile,App,ExcelID,Description
COX_242,connection,connection/COX_242 - Printer Settings.yaml,com.hp.impulse.sprocket,PS-010,
COX_243,connection,connection/COX_243 - Printer Settings.yaml,com.hp.impulse.sprocket,PS-011,
COX_244,connection,connection/COX_244 - Printer Settings.yaml,com.hp.impulse.sprocket,PS-012,
COX_245,connection,connection/COX_245 - Verify Firmware Update Available popup is displayed.yaml,com.hp.impulse.sprocket,PS-013,Verify Firmware Update Available popup is displayed
COX_246,connection,connection/COX_246 - Verify Not Right Now button functionality.yaml,com.hp.impulse.sprocket,PS-014,Verify Not Right Now button functionality
COX_247,connection,connection/COX_247 - Firmware Update.yaml,com.hp.impulse.sprocket,PS-015,
COX_248,connection,connection/COX_248 - Verify Firmware Download in Progress state.yaml,com.hp.impulse.sprocket,PS-016,Verify Firmware Download in Progress state
COX_249,connection,connection/COX_249 - Verify Firmware Installation in Progress state.yaml,com.hp.impulse.sprocket,PS-017,Verify Firmware Installation in Progress state
COX_250,connection,connection/COX_250 - Verify successful firmware update completion.yaml,com.hp.impulse.sprocket,PS-018,Verify successful firmware update completion
COX_251,connection,connection/COX_251 - Verify Printer Detail screen UI elements after successful pr.yaml,com.hp.impulse.sprocket,PS-019,Verify Printer Detail screen UI elements after successful printer connection
COX_252,connection,connection/COX_252 - Verify Manage Printers screen and printer list.yaml,com.hp.impulse.sprocket,PS-020,Verify Manage Printers screen and printer list
COX_253,connection,connection/COX_253 - Verify navigation to Printer Detail screen from printer list.yaml,com.hp.impulse.sprocket,PS-021,Verify navigation to Printer Detail screen from printer list
COX_254,connection,connection/COX_254 - Printers detail pages.yaml,com.hp.impulse.sprocket,PS-022,
COX_255,connection,connection/COX_255 - Printers detail pages.yaml,com.hp.impulse.sprocket,PS-023,
